stashpoint_id,paid_bookings,total_revenue_gbp,net_revenue_gbp,bookings_30d,revenue_30d_gbp,bookings_90d,revenue_90d_gbp,avg_bags,cancelled
becad94c5bf5,9,97.16,73.12,1,7.26,2,18.78,1.8,1
bed1173b90ba,2475,32079.74,19861.94,32,370.00,119,1216.68,1.8,118
bed1edd41188,41,638.83,406.29,3,56.63,6,100.69,2.4,2
bed27f514251,0,0,0,0,0,0,0,0,1
bed9893b7bb0,0,0,0,0,0,0,0,0,6
bef25c592c7e,129,1826.20,1029.00,0,0,0,0,2.8,10
bf2b3642a82a,3,42.76,27.37,0,0,0,0,2.7,6
bf30d52133da,21,442.13,214.18,0,0,0,0,1.8,0
bf3f16590894,35,451.23,283.10,0,0,2,42.99,2.3,0
bf4778ecc357,106,1891.35,1234.58,5,71.92,43,877.76,2.7,3
bf4a879e2db3,22,273.09,270.89,2,44.33,10,133.16,2.5,3
bf4a8c3535ff,30,739.90,475.90,1,4.31,4,71.11,2.8,4
bf517872077b,235,2633.60,1703.15,26,240.27,63,668.72,2.4,10
bf6351ca7f94,53,905.16,554.28,2,29.75,5,57.02,3.3,8
bf67606f2c12,6,63.56,39.94,1,6.56,1,6.56,1.8,2
bf78402f4fde,4,13.23,-4.79,0,0,4,13.23,2.3,0
bf7fe05c14d6,120,2009.03,1329.26,0,0,3,34.07,2.3,9
bf8ad26c4d22,2,7.80,6.09,0,0,0,0,1.0,0
bf912c5e7307,7,43.66,32.85,7,43.66,7,43.66,1.3,1
bf95e0275487,70,2000.67,694.31,2,37.73,3,50.79,2.5,11
bf9a7a70e155,8,140.13,90.89,0,0,0,0,2.8,5
bf9eb27a4e31,7,100.58,48.11,0,0,0,0,2.6,0
bf9f426b4e80,106,1845.97,1127.70,0,0,0,0,3.2,7
bfa095895ac8,261,4426.03,2728.64,3,68.46,10,161.93,2.5,23
bfa16b499b4f,0,0,0,0,0,0,0,0,1
bfa2a5b738fc,0,0,0,0,0,0,0,0,0
bfa69c1eb24d,81,881.00,468.83,0,0,1,6.38,1.4,5
bfacaceebc96,17,191.85,109.30,0,0,0,0,2.2,2
bfacbd9d1a23,9,124.97,49.44,0,0,0,0,2.1,3
bfaf3d9a0da4,4,49.66,32.32,0,0,1,4.81,2.5,0
bfc0c44ee163,2,17.62,8.95,0,0,0,0,2.0,3
bfe2b2d8d05c,1,6.68,4.18,0,0,0,0,1.0,0
bfe567de605d,66,847.05,405.50,0,0,0,0,2.3,7
bfe5a7a8dd92,1,14.06,9.31,0,0,0,0,2.0,0
bfe9f145d15d,0,0,0,0,0,0,0,0,0
bfee63982c3b,6,89.57,47.51,0,0,0,0,2.8,0
bff011e7e5d8,6,46.40,34.28,1,0.00,1,0.00,1.7,1
bff1cf1f786a,8,99.88,60.29,0,0,0,0,2.5,0
c0066a1c8c9f,57,643.26,426.59,0,0,0,0,2.0,0
c006f04c4e87,11,281.68,195.80,0,0,0,0,2.2,4
c00e241b578a,83,1077.41,650.32,2,23.36,2,23.36,2.3,9
c00ff9762f4b,28,239.00,139.30,0,0,0,0,1.5,2
c012157966a5,20,300.45,189.53,1,7.75,1,7.75,2.5,4
c02cd24b90ba,81,1139.54,829.39,4,53.92,9,128.68,2.3,5
c0342d6ad0f0,1125,21673.05,7985.00,9,149.00,27,373.62,2.0,24
c0368f0fd58b,44,555.61,334.28,0,0,0,0,2.5,14
c038a0690653,43,1692.74,1091.22,1,8.49,4,206.91,1.7,4
c03c72ab6512,1,30.00,15.75,0,0,0,0,5.0,0
c04c7d93a124,4690,0.00,0.00,453,0.00,1298,0.00,1.0,9
c04f5dcab412,1,11.92,7.65,0,0,0,0,2.0,0
c0592762795f,7,78.00,41.45,0,0,0,0,1.7,1
c06ce9e3bec6,2,48.61,29.33,1,17.26,1,17.26,5.5,0
c06d07bb4441,398,9607.83,5363.19,12,284.23,23,518.07,2.1,55
c06e113f06c0,1,17.71,11.25,0,0,0,0,3.0,1
c0707b2af86a,22,370.90,225.14,0,0,0,0,3.1,2
c074dd9ba867,158,2092.60,1110.08,0,0,0,0,2.0,13
c07a327bd300,2514,38488.87,23338.37,146,2433.01,412,6143.79,1.9,105
c07adc8bd1ec,54,1061.28,488.10,2,20.99,6,80.15,3.7,2
c07e30fdcd61,9,51.27,41.01,0,0,0,0,1.3,1
c082fa61db03,18,165.65,72.62,0,0,0,0,2.2,2
c0893c3423fe,0,0,0,0,0,0,0,0,4
c092334c2245,468,9011.69,5702.49,5,89.89,18,282.51,2.4,18
c09681d1ca3d,2,0.00,-8.58,0,0,0,0,2.0,0
c0ae2534bf47,27,164.37,130.88,0,0,0,0,1.4,2
c0b31edc6277,609,11543.88,6941.85,25,460.91,55,1074.72,3.5,42
c0b644c8cf6e,3,54.98,33.58,0,0,1,43.46,3.3,1
c0b7ba0c0c48,0,0,0,0,0,0,0,0,1
c0b81a597e24,2,32.18,16.58,0,0,1,8.89,3.0,0
c0bdf0dfe84d,0,0,0,0,0,0,0,0,2
c0bea2c1e15a,6,130.36,92.95,0,0,0,0,3.2,0
c0bfc0f6884b,27,253.15,163.20,1,5.48,2,8.47,1.5,2
c0c3c1370d2d,12,183.98,108.29,0,0,1,6.57,3.3,2
c0c89eab2e19,80,1570.72,1002.77,1,13.16,6,118.50,3.0,6
c0cb285951d7,1,11.47,7.13,0,0,0,0,2.0,2
c0ce0d0ab930,6,90.81,47.34,0,0,0,0,3.2,4
c0dd2cf19d21,3072,52391.87,30295.87,1,13.96,2,27.92,2.3,86
c0e9727193b2,1,5.10,3.00,0,0,0,0,1.0,1
c0eaa1725220,1,4.73,2.42,1,4.73,1,4.73,1.0,0
c0eeacb2bb27,147,2366.54,1305.73,0,0,0,0,2.7,2
c0fb47692865,4,43.81,30.06,0,0,0,0,1.8,4
c0febe9f3424,253,2455.75,1634.35,13,108.44,41,353.24,1.6,28
c106e9670c83,1,13.43,7.68,1,13.43,1,13.43,3.0,0
c10d1158d8d2,1,17.77,11.22,0,0,0,0,3.0,1
c10ea02fd7e6,1,12.89,10.30,0,0,0,0,3.0,0
c114ee30d26d,3,37.02,23.71,0,0,0,0,2.3,1
c11598033a3f,0,0,0,0,0,0,0,0,2
c11dfa5decb8,7,123.23,123.23,1,14.12,4,97.65,2.7,1
c12329b3df8b,163,1823.95,1120.22,4,26.84,10,88.21,2.0,5
c1271abe8dc7,70,758.82,459.42,3,23.32,16,169.46,1.9,4
c12ba73d8449,2,0.00,-6.27,0,0,0,0,1.5,0
c12edce17253,1,12.24,8.22,0,0,0,0,2.0,1
c136932fbc5d,53,687.79,308.53,0,0,0,0,2.4,8
c1373ebec45e,33,639.79,447.10,0,0,13,312.49,3.7,6
c1386ad791eb,10,116.52,68.49,0,0,0,0,2.2,1
c13a8b45f0ad,3,16.83,13.46,0,0,0,0,1.3,0
c141d899bb20,30,805.07,426.20,1,17.59,1,17.59,2.2,19
c142b765e4f8,15,203.68,112.80,0,0,2,24.75,2.3,1
c14966fae747,3,25.94,7.47,0,0,0,0,3.3,3
c150945b67fb,9,144.23,95.00,0,0,0,0,2.0,4
c1516798c11e,2,17.66,8.84,0,0,0,0,2.0,0
c1654831d680,158,1936.43,1248.08,14,184.92,26,359.78,2.0,2
c16b6467ba89,441,5656.90,3359.84,13,167.77,31,402.06,2.2,24
c16cd0847c03,2,70.03,46.51,0,0,0,0,6.0,2
c16e54653a26,157,2044.41,1318.51,8,100.68,20,227.68,1.9,12
c174bc02fd7e,2,5.64,-0.69,0,0,0,0,1.5,0
c17645a1e051,11,180.55,125.93,0,0,0,0,1.6,1
c17688e08e4f,17,202.84,123.86,0,0,0,0,2.2,1
c185fd350598,14,235.80,151.45,0,0,0,0,3.1,9
c1869425a3ab,13,106.72,63.22,0,0,0,0,1.5,3
c187cc2fbc3b,18,359.05,240.11,2,68.88,4,119.09,2.9,4
c19515edba13,212,2882.76,1850.40,3,29.92,29,382.74,2.4,15
c1aa09bb4cae,2,19.91,12.23,0,0,0,0,2.0,0
c1ab1d86b5fb,1,4.93,3.41,0,0,0,0,1.0,0
c1b3696933a9,81,950.21,471.15,0,0,0,0,2.0,12
c1b653c02067,0,0,0,0,0,0,0,0,3
c1b81e12948b,10,98.13,66.73,0,0,0,0,1.6,5
c1b8daa9f9a4,2,53.09,33.72,0,0,0,0,4.5,0
c1be73fccbda,105,1239.17,609.44,0,0,0,0,3.0,20
c1c2390776d4,5,53.44,30.94,0,0,0,0,1.8,0
c1daeb246a8d,272,3691.03,2411.79,16,225.70,53,896.53,2.2,13
c1de161033a6,120,1892.21,1376.01,6,56.82,12,145.36,2.4,6
c1e429af3f2d,537,5414.11,3727.96,12,212.72,19,270.98,1.4,42
c1eaa3852f9f,1,0.00,-2.92,0,0,1,0.00,2.0,0
c1eb18122792,1,5.51,3.54,0,0,0,0,1.0,0
c1f097f4f375,20,184.97,121.13,3,41.80,7,84.75,1.6,0
c1fb1a4d5b3a,1976,28034.26,15620.67,0,0,0,0,2.6,89
c1ff20311078,11,125.65,79.26,2,24.47,3,33.49,2.1,1
c203a3d86edd,40,686.10,386.10,0,0,0,0,3.0,11
c2094e8e940c,55,493.41,263.51,0,0,0,0,2.1,9
c21bae94e259,1,5.37,3.07,1,5.37,1,5.37,1.0,0
c21fa57cc5aa,4,63.58,42.77,0,0,0,0,3.0,0
c22af63f0a83,2,17.23,10.85,0,0,0,0,1.5,1
c22e5696538a,5,49.36,32.07,0,0,0,0,1.6,0
c231c16f380b,3,27.07,17.33,0,0,0,0,1.7,0
c23b2b5ee9cd,24,370.17,222.32,2,37.30,9,187.72,2.7,3
c23dd58d4d9c,33,360.22,181.37,0,0,0,0,2.1,5
c23ed1fc298d,1,3.55,2.69,1,3.55,1,3.55,1.0,0
c255dc108925,358,7018.85,4314.45,2,12.86,9,155.52,2.8,25
c259fe737a9e,5,77.41,49.77,0,0,0,0,2.8,4
c25e5fa671a1,29,354.05,232.42,3,31.16,5,54.95,2.2,0
c25fd3b5854a,128,1485.79,816.12,6,86.14,11,140.90,2.0,6
c264264e7af3,233,2659.85,1405.77,0,0,0,0,1.6,14
c26be5631870,0,0,0,0,0,0,0,0,1
c284869c74bc,277,3864.09,2218.45,0,0,0,0,2.6,22
c285c926bc7d,1,6.68,4.18,0,0,0,0,1.0,0
c2913efbb725,40,219.56,175.22,1,4.33,1,4.33,1.3,3
c296caa4c9e0,4,37.61,23.08,0,0,0,0,1.8,3
c2ac0c7ddd1a,1,64.47,64.47,0,0,0,0,1.0,0
c2af89f6c3cc,1,4.88,2.70,0,0,0,0,1.0,1
c2b0c6ab4286,119,1572.07,942.74,1,22.73,4,56.64,2.4,11
c2bf6967fd46,1,67.83,46.03,0,0,0,0,4.0,0
c2c41210034f,1,3.57,2.70,0,0,0,0,1.0,0
c2c936f75eaf,18,153.81,75.37,0,0,0,0,2.1,7
c2d2c363f79d,9,160.82,96.05,0,0,0,0,3.3,0
c2d797d711e8,0,0,0,0,0,0,0,0,1
c2d8302e970c,25,226.60,117.53,0,0,0,0,2.3,5
c2d940e65558,1,9.66,5.64,0,0,0,0,2.0,2
c2dcd8209ed3,2,13.23,6.72,0,0,0,0,1.5,1
c2e02c9e5cfd,4,55.48,31.33,0,0,0,0,1.5,3
c2e389bdcf0b,4,58.20,32.55,0,0,0,0,2.3,1
c2e4c0a28178,1,10.33,6.63,0,0,0,0,2.0,0
c2eb87030763,57,420.01,288.11,5,27.40,15,127.27,1.3,5
c2f06f897857,5,59.13,41.23,0,0,1,27.11,2.4,2
c2fae5fbb6f9,3,57.85,35.35,0,0,0,0,3.0,14
c3025f3c1825,1,10.87,6.63,0,0,0,0,2.0,0
c307a8df4e44,21,172.62,81.99,0,0,0,0,1.6,4
c30f9b1fd9d8,11,171.00,91.20,0,0,0,0,2.5,9
c31fe6a77a6a,96,1489.05,948.63,2,37.93,4,55.26,2.8,2
c32549e8c024,44,1818.45,1250.56,0,0,4,108.81,1.6,1
c329619324c5,8,115.62,72.38,0,0,0,0,2.5,3
c32d8ceea01e,6,103.99,65.29,1,9.07,1,9.07,2.3,0
c33895b2fba7,436,7267.22,4277.42,4,52.14,7,118.34,2.8,59
c34cf9dbe14f,62,762.89,507.31,6,78.73,17,177.85,1.9,2
c352382b6c2a,81,1266.29,763.57,2,21.42,12,217.37,2.3,13
c35b44c38693,5,51.93,28.29,1,6.03,5,51.93,2.2,0
c35de20dc9f4,3,19.00,12.08,1,4.24,1,4.24,1.7,0
c36714a2bfed,1218,13834.84,8881.25,60,761.30,170,2090.57,1.9,65
c36bb8b63b31,2,16.95,10.67,0,0,0,0,1.5,3
c36f33228551,1,8.57,4.84,0,0,0,0,2.0,1
c3733ba537cb,11,245.00,126.25,0,0,0,0,2.4,7
c377e7dfaad2,1,4.29,3.43,0,0,0,0,1.0,0
c38f2281a3c2,7,136.35,86.61,0,0,0,0,3.3,1
c38f7c3dc7f2,0,0,0,0,0,0,0,0,3
c3995deea6b7,301,4740.12,2992.91,3,26.37,25,341.88,2.6,32
c39e5f422e01,15,219.62,144.21,0,0,0,0,1.7,0
c39f3af1ab81,1,150.77,99.82,0,0,0,0,3.0,0
c3a66c7df9b7,6,160.65,80.33,0,0,0,0,1.5,0
c3a783806d92,76,935.88,585.07,4,37.00,11,117.36,2.3,9
c3bb5464a1cd,0,0,0,0,0,0,0,0,3
c3bca6a2b00d,261,3872.81,2462.46,12,185.62,28,379.38,2.3,9
c3c39e185404,127,5775.71,3287.26,1,140.98,2,146.46,1.7,11
c3cd5f69d584,30,323.05,212.19,0,0,3,43.34,2.1,1
c3cd9a8764b6,3,98.73,65.25,1,11.01,1,11.01,2.3,0
c3e00d109a6a,41,706.84,352.84,3,85.83,6,180.89,3.3,0
c3e0274b4192,2548,41790.13,22011.55,93,1445.13,217,3393.23,2.2,127
c3e67b34789a,6,79.45,41.70,0,0,0,0,2.5,0
c40ff36f38fa,13,213.24,137.73,0,0,0,0,3.2,3
c4152e88872a,9,135.17,69.65,0,0,0,0,2.8,0
c4202d5987eb,1,11.45,7.21,0,0,0,0,2.0,0
c420720c281b,2,35.91,22.76,0,0,0,0,3.5,0
c424074d71dc,79,729.43,451.93,0,0,0,0,1.4,18
c42640539991,8,32.76,-13.30,1,0.00,4,0.00,2.9,0
c42c3cf765f7,21,608.52,502.33,5,76.19,7,101.67,1.8,5
c439527c2428,1,6.34,3.84,0,0,0,0,1.0,2
c44a6bd795f9,43,455.80,237.50,0,0,0,0,1.6,7
c45737fb8083,592,8220.94,4688.78,35,527.74,130,2077.07,2.5,41
c457ed22fc22,8233,103284.59,62650.54,262,3487.60,891,12408.13,2.0,170
c45eaea2f0d5,65,893.08,585.42,4,83.29,7,110.10,2.6,2
c46197f4fb31,9,104.22,61.62,0,0,2,36.58,1.9,2
c4649defb7f1,32,757.98,464.57,0,0,0,0,3.2,6
c466ca0c49a2,0,0,0,0,0,0,0,0,1
c467c268cdf9,3,43.48,26.29,0,0,0,0,2.3,1
c4700258ccbb,96,1514.60,960.00,5,76.54,18,387.55,2.1,24
c47cdd9434a1,4203,58381.04,33072.16,281,3464.34,438,5492.85,2.2,129
c47cf30f4ae6,4,38.33,24.44,0,0,0,0,1.8,1
c498abaa5e9c,122,1250.02,535.73,0,0,0,0,1.9,21
c4a048619280,4,46.51,28.52,0,0,0,0,2.3,1
c4a78f81c829,39,368.55,240.58,3,29.52,7,69.84,1.7,3
c4bc5314b293,78,2048.69,1348.93,0,0,0,0,1.9,15
c4bcd4e45ba4,188,2709.94,1738.28,13,142.43,35,463.57,2.5,8
c4be183c0ab8,3,52.88,34.57,0,0,0,0,3.0,4
c4c120510bcb,2,53.07,34.05,0,0,0,0,5.0,0
c4cea0d8d83a,15,199.86,97.96,0,0,0,0,2.5,0
c4d559914aa5,5,86.68,48.58,0,0,0,0,3.0,1
c4daf36ddffa,0,0,0,0,0,0,0,0,1
c4de7e0cef0a,633,8313.71,4597.01,3,83.32,10,149.21,2.1,25
c4e81f16e901,330,5658.41,3466.11,6,62.38,12,253.62,2.4,12
c4fda902b491,47,722.93,377.30,0,0,0,0,2.3,7
c504200515cf,10,50.26,40.19,0,0,0,0,1.1,1
c5043c3b60f5,36,472.26,219.41,0,0,0,0,2.9,5
c50766356313,6,74.00,36.86,0,0,0,0,3.0,2
c50adfbd98cb,14,207.10,134.81,1,17.65,3,35.11,1.9,4
c50e1d1e61ef,1,2.28,1.41,0,0,1,2.28,1.0,0
c5139efd153b,39,596.14,369.64,0,0,0,0,2.4,3
c51594606d32,7,150.55,92.13,0,0,0,0,4.1,0
c520543b5741,109,1562.40,1015.55,0,0,0,0,2.4,15
c52b830b3a86,2337,48614.16,24698.00,41,1014.34,113,2519.86,2.7,129
c5316ff33f3a,4,34.00,19.90,0,0,0,0,1.5,0
c53ae9f41172,37,799.08,499.34,4,55.61,5,83.00,3.2,2
c560b617a398,84,1127.33,714.19,8,146.11,14,193.79,2.5,2
c56174279dd1,268,3364.69,2138.14,9,77.83,25,297.08,1.8,9
c56a264f5ce0,10,151.12,97.80,0,0,0,0,2.3,2
c56f1ada123b,6,82.90,46.88,0,0,0,0,1.7,2
c5803336570b,6,76.87,47.31,0,0,0,0,2.2,3
c583cf3583ff,27,437.97,268.32,0,0,0,0,2.7,1
c587b3fefe86,215,5512.62,3618.26,15,348.13,46,1188.44,2.2,28
c58d7e334f3b,14,362.94,239.79,1,24.78,4,150.01,3.5,3
c597585e8a26,5,56.41,24.96,1,4.73,1,4.73,3.2,2
c5a01b27d0e2,1,5.51,3.01,0,0,0,0,1.0,0
c5a60b8ce60b,23,252.18,144.52,0,0,0,0,2.0,0
c5aa20e5bbe7,55,529.25,421.42,0,0,2,13.00,1.7,2
c5b282c4c285,365,5879.84,3477.77,20,279.59,38,566.57,2.3,16
c5b3337781c2,11,189.01,116.17,0,0,0,0,3.1,0
c5bbf146c953,20,344.37,219.71,0,0,0,0,2.7,1
c5bf339426eb,0,0,0,0,0,0,0,0,2
c5c72a752f3b,24,314.73,153.76,0,0,0,0,2.8,0
c5c804898e1a,16,232.17,145.54,0,0,0,0,2.4,4
c5c8b79b1f1a,53,823.73,591.25,0,0,0,0,2.6,2
c5ca6cde10ce,166,2327.48,1356.76,0,0,0,0,2.5,16
c5ce50d6a8b0,2,4.82,0.51,0,0,0,0,1.0,0
c5d09c64899d,3,29.06,18.31,0,0,0,0,1.7,0
c5f4be28918b,1,4.02,2.85,1,4.02,1,4.02,1.0,0
c5fb17217d72,57,788.27,457.56,0,0,0,0,2.5,11
c5fee70c505b,4,102.32,73.52,0,0,0,0,3.8,5
c602b5a1c7f7,32,695.89,461.66,0,0,6,135.14,3.1,4
c617759d3de0,14,219.32,143.72,0,0,0,0,1.9,2
c61ef420eb92,26,387.73,254.03,8,137.23,16,231.99,3.1,6
c6318824a259,121,1395.17,877.87,17,174.76,26,264.28,1.8,23
c641c4d70ea7,1,12.13,7.79,0,0,0,0,2.0,2
c6467dbccc09,67,2491.18,1385.56,0,0,4,27.31,2.8,7
c64e35a34200,27,500.18,307.62,0,0,1,21.61,3.5,1
c65924b5b842,18,270.56,126.96,0,0,0,0,3.8,2
c662b701e0f2,42,687.94,394.23,3,30.28,4,44.64,2.7,7
c668f0410306,0,0,0,0,0,0,0,0,2
c66beff111df,6,60.06,39.93,0,0,2,25.58,1.8,0
c66c5e306cb1,4,47.32,27.84,0,0,0,0,2.5,2
c67065d70985,4,53.23,33.93,0,0,0,0,2.3,1
c671c4d0986c,1085,14982.01,9171.66,0,0,0,0,2.1,68
c672248a07c1,16,161.85,81.10,0,0,1,18.24,1.6,9
c6775e533d05,88,1155.17,726.62,2,20.74,36,440.72,2.1,1
c677c4cfde2f,6,80.36,49.98,0,0,0,0,2.3,1
c68e1860acf5,190,3510.73,2189.30,8,174.57,14,245.96,3.0,8
c69915389287,168,1722.67,905.59,0,0,0,0,2.1,5
c69bef68f310,433,6303.65,4004.15,0,0,0,0,2.5,28
c6b48ff730d9,35,782.88,493.36,0,0,0,0,2.9,4
c6b9bb2bede4,136,1963.72,1127.60,2,52.74,9,139.68,3.0,20
c6bd2c0e6ab2,5,58.46,37.16,0,0,1,8.91,2.0,1
c6bf07c9586c,24,267.91,175.15,0,0,0,0,1.7,2
c6c3bbd8aa85,0,0,0,0,0,0,0,0,0
c6c6645109c4,1,17.21,10.83,0,0,0,0,3.0,2
c6cd75c86ca2,6,76.97,48.71,0,0,0,0,2.2,0
c6ce51812b0a,3,17.65,8.82,0,0,0,0,1.3,0
c6cfaa05cc29,36,604.89,390.69,1,10.96,1,10.96,1.6,0
c6d7c54b9552,107,1535.07,1034.43,6,69.99,19,332.36,2.5,9
c6dcdc2d6778,42,600.43,324.20,0,0,0,0,2.2,8
c6e719b222e7,719,9566.14,4986.85,21,216.35,54,711.81,2.3,44
c6ee487a3699,48,950.13,581.23,1,72.66,3,133.73,3.7,1
c6ef2e546e71,18,314.25,157.49,0,0,0,0,2.8,1
c6f5921187af,50,619.33,345.73,0,0,0,0,1.9,7
c6f983ea420c,87,2208.93,1621.48,2,37.12,11,142.15,2.4,7
c700b08483cb,594,7714.96,4550.63,1,15.87,3,59.50,2.8,34
c70b2c2db4c7,9,38.55,30.82,0,0,0,0,1.0,0
c70e9c645389,3,35.12,24.80,0,0,0,0,2.0,4
c70f00b5c58f,15,380.73,270.43,1,9.12,4,88.08,2.2,1
c71c165673f3,25,253.85,170.01,13,126.97,25,253.85,1.8,1
c72327727871,2,48.74,30.56,0,0,0,0,4.5,2
c72665b4ba57,1,5.68,3.58,0,0,0,0,1.0,2
c72861406599,174,2856.05,1860.01,4,38.80,6,72.83,2.7,12
c7293889b834,1,0.00,-3.84,0,0,0,0,2.0,1
c72a1e6a76f7,8,86.52,54.61,0,0,0,0,1.9,3
c7467b7c855f,22,299.90,187.69,0,0,0,0,2.5,11
c7468efa7d4d,0,0,0,0,0,0,0,0,1
c748b2ed4081,2,8.76,4.39,0,0,0,0,1.0,0
c754e17bb1b2,2,23.86,13.00,0,0,0,0,2.5,1
c75c959bf6df,154,2032.00,1077.37,7,70.68,15,139.26,1.8,16
c769848faa18,2648,31153.80,19617.76,76,691.51,229,2491.61,1.7,103
c76fee9470fe,559,10119.03,6309.08,0,0,0,0,3.1,47
c772cc10dd33,4,20.07,15.78,0,0,0,0,1.3,0
c773aa9e591c,451,8068.12,4243.71,8,116.44,17,257.04,2.2,27
c77da6d0d6d5,7,84.54,55.12,2,27.83,4,60.09,2.4,1
c782877b7d5b,3,83.53,53.83,0,0,0,0,5.0,5
c78a32d9031e,260,3892.46,2490.69,0,0,0,0,2.7,19
c78d5f57d369,0,0,0,0,0,0,0,0,1
c78dc0759cc3,53,861.05,530.10,1,14.16,6,87.54,2.6,6
c78ec75bd1b5,5,20.73,16.42,0,0,0,0,1.0,0
c79678f1b3f0,7,95.10,57.75,0,0,0,0,2.0,6
c798d1945a19,3,34.21,22.36,0,0,0,0,2.0,1
c7a075eb62e0,4,161.03,88.27,0,0,0,0,3.0,0
c7ad9a57ce57,2,10.78,6.17,0,0,2,10.78,1.0,0
c7bed8a4f52e,2,31.96,21.63,0,0,0,0,2.5,2
c7c3623e8f55,11,64.41,49.96,0,0,2,13.09,1.1,2
c7c5ce8095d3,30,573.18,375.24,0,0,0,0,1.9,3
c7d38646feb9,76,993.71,633.71,0,0,3,53.69,2.2,4
c7dcf1a899ad,3,33.53,20.70,0,0,0,0,2.0,0
c7e8c7bd1f06,2,34.54,21.74,0,0,0,0,3.0,2
c7e93471331d,29,257.82,160.83,0,0,0,0,1.6,5
c7f0be9572fc,7243,121608.90,63520.29,0,0,1,38.10,2.0,486
c8015e4e2aab,50,1157.10,728.10,0,0,0,0,3.2,7
c80655588f4b,5,133.56,80.08,0,0,0,0,2.8,4
c807932d387a,8,281.24,147.14,0,0,0,0,2.8,1
c816a1701eb7,1,11.92,8.00,0,0,0,0,2.0,0
c818e722409e,42,602.08,381.38,3,55.38,5,83.38,2.5,2
c81f51146206,15,193.90,119.24,0,0,0,0,2.3,23
c8234ea77129,2,11.77,7.45,0,0,0,0,1.0,0
c824c5c1c10f,1,6.88,4.38,0,0,0,0,1.0,0
c828b5f0a28b,41,368.50,194.60,0,0,0,0,1.8,10
c82aaeb0a971,47,597.99,472.52,2,8.57,5,30.20,1.5,1
c82eb257d195,56,304.79,241.61,3,12.94,6,23.35,1.3,5
c831fd99b78c,2,11.27,7.76,0,0,1,5.08,1.0,1
c84746abc56a,9,117.41,75.93,0,0,0,0,1.6,0
c848396dc851,31,568.22,381.37,0,0,8,99.04,3.6,0
c84c06384471,1,3.55,3.55,0,0,1,3.55,1.0,0
c84c392ba2b0,3,29.18,18.38,0,0,0,0,1.7,0
c85b07bee4f9,14,304.71,193.09,1,51.53,1,51.53,4.2,8
c866a701a6cb,46,854.61,500.56,0,0,4,45.06,2.8,4
c86c56239a59,131,1492.81,819.35,16,216.25,25,266.05,2.5,17
c878712c93d9,159,1034.44,816.38,9,47.30,26,176.98,1.5,17
c87b179dddaa,0,0,0,0,0,0,0,0,2
c87ca33950f7,2,5.98,0.32,1,0.00,1,0.00,2.0,1
c88a74f461bd,479,6251.09,4030.45,13,144.24,67,950.40,2.3,15
c8923c7fde71,1,15.46,8.09,0,0,0,0,3.0,0
c89c251544ad,8,204.62,129.93,0,0,3,116.23,5.1,3
c8a552bcccd5,9,68.25,39.91,0,0,0,0,1.4,0
c8a598c42a98,8,117.94,77.55,0,0,7,65.12,2.8,1
c8b4621fb016,0,0,0,0,0,0,0,0,1
c8c1d986ff6e,332,4606.04,2947.77,2,103.97,10,251.72,2.5,30
c8d65a10b14f,15,216.33,147.00,13,178.13,15,216.33,2.8,0
c8d8f254aa4d,4,70.08,46.64,1,41.85,2,50.95,3.5,1
c8e355dbfc4f,2,42.83,25.28,0,0,0,0,4.0,1
c8e6fd4eac9e,1,6.68,3.51,0,0,0,0,1.0,0
c8eb73cdf0a0,0,0,0,0,0,0,0,0,0
c8ee984b52cc,11,159.76,104.56,1,9.47,1,9.47,2.6,0
c8f05f38f913,171,1886.46,1203.91,1,5.58,6,45.64,1.7,13
c8f72193a567,1070,18227.75,9749.88,26,648.42,60,1238.75,2.3,52
c8fd51aaf966,2,28.54,16.36,1,0.00,1,0.00,1.0,1
c8ff90a48384,115,1186.41,622.44,2,21.14,8,80.86,1.5,9
c9081b30d7ef,3,82.66,62.08,0,0,0,0,2.3,0
c90b3457f541,1,4.41,2.20,0,0,0,0,1.0,0
c91979748383,276,5628.66,3742.57,60,1136.91,102,1963.73,3.0,8
c91f131b43a8,20,573.26,389.81,1,10.96,1,10.96,1.6,0
c91fa0871688,58,901.63,512.07,0,0,0,0,3.0,11
c9219da2e44a,1,10.59,5.74,0,0,0,0,2.0,1
c92640dc3553,2,16.80,7.80,0,0,0,0,1.5,1
c92a3d3ce309,4,85.14,58.64,0,0,1,7.49,2.3,0
c92f84d51cdf,27,303.91,197.15,3,42.70,6,71.36,2.1,3
c9372dfb333e,12,305.45,199.55,1,30.41,1,30.41,3.0,3
c93eba29a26a,0,0,0,0,0,0,0,0,1
c94b2f395daa,140,3206.58,2274.24,5,109.26,10,153.22,1.7,18
c955ace1e292,8,130.63,84.88,0,0,0,0,1.9,1
c957659f62ef,77,1017.69,642.13,5,38.86,8,70.57,2.4,4
c964aefaff79,57,737.89,410.98,12,67.77,19,159.87,2.8,4
c967d4619fd8,23,258.60,159.21,0,0,0,0,2.0,2
c96b01bdcfb4,5,93.82,59.82,0,0,0,0,4.4,1
c976121b2798,21,334.57,224.53,6,99.84,10,162.69,2.9,3
c97d6311b440,8,124.28,82.80,0,0,0,0,2.9,2
c98b73f7b107,41,450.23,289.38,2,11.86,6,60.43,1.7,1
c98fafbc3b35,1,17.65,8.82,0,0,0,0,4.0,0
c994f8de067c,1,4.31,3.45,0,0,0,0,1.0,0
